"","Year","Site_ID","Plant_sp","plant_id","richness08","richness","Coleop_freq","Coleop_visit","Dip_freq","Dip_visit","Hym_freq","Hym_visit","flower_abundance","Frequency","visitatio_rate","Fruit_proportion","Fruit_Yes","Fruit_No","Fruit_Total","Seeds","Seed_weight"
"170",2017,"Convento de la Luz","Rosmarinus officinalis","A",1,1,0,0,0,0,23,0.14375,160,23,0.14375,0,0,0,0,0,0
"171",2017,"Convento de la Luz","Rosmarinus officinalis","B",1,1,0,0,0,0,3,0.006,500,3,0.006,0,0,0,0,0,0
"172",2018,"Convento de la Luz","Rosmarinus officinalis","A",3,4,3,0.000923076923076923,2,0.000615384615384615,385,0.118461538461538,3250,390,0.12,0,0,0,0,0,0
"173",2018,"Convento de la Luz","Rosmarinus officinalis","B",1,2,0,0,0,0,610,0.358823529411765,1700,610,0.358823529411765,0,0,0,0,0,0
"174",2018,"Convento de la Luz","Rosmarinus officinalis","C",4,4,0,0,0,0,305,0.254166666666667,1200,305,0.254166666666667,0,0,0,0,0,0
"175",2018,"Convento de la Luz","Rosmarinus officinalis","D",2,2,0,0,0,0,112,0.112,1000,112,0.112,0,0,0,0,0,0
"176",2018,"Convento de la Luz","Rosmarinus officinalis","E",2,3,0,0,0,0,40,0.0476190476190476,840,40,0.0476190476190476,0,0,0,0,0,0
"177",2017,"Cotito de Santa Teresa","Asphodelus fistulosus","A",1,1,0,0,0,0,1,0.05,20,1,0.05,1,2,0,2,2.5,0.00292
"178",2017,"Cotito de Santa Teresa","Asphodelus fistulosus","B",1,1,0,0,0,0,3,0.136363636363636,22,3,0.136363636363636,0.666666666666667,8,4,12,3,0.014225
"179",2017,"Cotito de Santa Teresa","Asphodelus fistulosus","C",1,1,0,0,0,0,4,0.166666666666667,24,4,0.166666666666667,0,0,0,0,0,0
"180",2015,"Cotito de Santa Teresa","Cistus crispus","A",1,1,0,0,0,0,1,0.142857142857143,7,1,0.142857142857143,0,0,0,0,0,0
"181",2015,"Cotito de Santa Teresa","Cistus crispus","B",2,2,0,0,0,0,3,0.375,8,3,0.375,0,0,0,0,0,0
"182",2017,"Cotito de Santa Teresa","Cistus crispus","A",0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,0,0
"183",2017,"Cotito de Santa Teresa","Cistus crispus","B",1,2,0,0,0,0,3,0.1,30,3,0.1,0.8,4,1,5,19.5,0.01127
"184",2018,"Cotito de Santa Teresa","Cistus crispus","A",2,2,0,0,0,0,13,0.333333333333333,39,13,0.333333333333333,1,5,0,5,39.3333333333333,0.0191233333333333
"185",2018,"Cotito de Santa Teresa","Cistus crispus","B",3,3,0,0,0,0,14,0.241379310344828,58,14,0.241379310344828,1,5,0,5,34.6666666666667,0.01693
"186",2018,"Cotito de Santa Teresa","Cistus crispus","C",4,6,1,0.0101010101010101,0,0,24,0.242424242424242,99,25,0.252525252525253,0.166666666666667,1,5,6,13,0.00656
"187",2018,"Cotito de Santa Teresa","Cistus crispus","D",0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,2,1,3,41.5,0.017875
"188",2015,"Cotito de Santa Teresa","Cistus salviifolius","A",1,1,0,0,0,0,1,0.0526315789473684,19,1,0.0526315789473684,0.948717948717949,24,2,26,38.8333333333333,0.0334516666666667
"189",2015,"Cotito de Santa Teresa","Cistus salviifolius","B",1,1,0,0,2,0.0540540540540541,0,0,37,2,0.0540540540540541,0.555555555555556,8,2,10,38.2,0.043568
"190",2016,"Cotito de Santa Teresa","Cistus salviifolius","B",1,1,1,0.0833333333333333,0,0,0,0,12,1,0.0833333333333333,0,0,0,0,0,0
"191",2017,"Cotito de Santa Teresa","Cistus salviifolius","A",0,1,0,0,0,0,1,0.333333333333333,3,1,0.333333333333333,0,0,0,0,0,0
"192",2018,"Cotito de Santa Teresa","Cistus salviifolius","A",0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,22,0.027485
"193",2018,"Cotito de Santa Teresa","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,52,0.04653
"194",2018,"Cotito de Santa Teresa","Cistus salviifolius","C",0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,2,26.5,0.02946
"195",2018,"Cotito de Santa Teresa","Cistus salviifolius","D",0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,46.5,0.05629
"196",2016,"Cotito de Santa Teresa","Halimium halimifolium","A",1,2,1,0.111111111111111,0,0,0,0,9,1,0.111111111111111,0,0,0,0,0,0
"197",2018,"Cotito de Santa Teresa","Halimium halimifolium","A",6,6,3,0.00847457627118644,0,0,22,0.0621468926553672,354,25,0.0706214689265537,1,10,0,10,25,0.0102133333333333
"198",2018,"Cotito de Santa Teresa","Halimium halimifolium","B",1,1,1,0.0588235294117647,0,0,0,0,17,1,0.0588235294117647,1,5,0,5,38.3333333333333,0.01665
"199",2018,"Cotito de Santa Teresa","Halimium halimifolium","C",3,3,7,0.0693069306930693,0,0,2,0.0198019801980198,101,9,0.0891089108910891,1,4,0,4,24,0.0114
"200",2018,"Cotito de Santa Teresa","Halimium halimifolium","D",1,1,3,0.333333333333333,0,0,0,0,9,3,0.333333333333333,1,5,0,5,13.6666666666667,0.00525
"201",2018,"Cotito de Santa Teresa","Lavandula pedunculata","A",0,0,0,0,0,0,0,0,0,0,0,0.646153846153846,84,46,130,3.33333333333333,0.00177333333333333
"202",2018,"Cotito de Santa Teresa","Lavandula pedunculata","B",0,0,0,0,0,0,0,0,0,0,0,0.735714285714286,103,37,140,3.33333333333333,0.00227
"203",2018,"Cotito de Santa Teresa","Lavandula pedunculata","C",0,0,0,0,0,0,0,0,0,0,0,0.85792349726776,157,26,183,3.33333333333333,0.00110333333333333
"204",2018,"Cotito de Santa Teresa","Lavandula pedunculata","D",0,0,0,0,0,0,0,0,0,0,0,0.895953757225434,155,18,173,2.66666666666667,0.00247
"205",2015,"Cotito de Santa Teresa","Lavandula stoechas","A",2,3,0,0,0,0,6,0.0425531914893617,141,6,0.0425531914893617,0.796190839006726,297,62,359,1,0.00156923076923077
"206",2015,"Cotito de Santa Teresa","Lavandula stoechas","B",1,1,0,0,0,0,5,0.0416666666666667,120,5,0.0416666666666667,0,0,0,0,0,0
"207",2016,"Cotito de Santa Teresa","Lavandula stoechas","A",1,1,0,0,0,0,12,0.12,100,12,0.12,0,0,0,0,0,0
"208",2018,"Cotito de Santa Teresa","Lavandula stoechas","A",2,2,0,0,0,0,88,0.0733333333333333,1200,88,0.0733333333333333,0,0,0,0,0,0
"209",2018,"Cotito de Santa Teresa","Lavandula stoechas","B",3,3,0,0,0,0,50,0.0909090909090909,550,50,0.0909090909090909,0,0,0,0,0,0
"210",2018,"Cotito de Santa Teresa","Lavandula stoechas","C",5,5,0,0,0,0,54,0.0432,1250,54,0.0432,0,0,0,0,0,0
"211",2018,"Cotito de Santa Teresa","Lavandula stoechas","D",3,5,0,0,0,0,28,0.04,700,28,0.04,0,0,0,0,0,0
"212",2015,"Cotito de Santa Teresa","Rosmarinus officinalis","A",0,0,0,0,0,0,0,0,0,0,0,0.984126984126984,70,1,71,1,0.000435
"213",2015,"Cotito de Santa Teresa","Rosmarinus officinalis","B",0,0,0,0,0,0,0,0,0,0,0,0.762352941176471,42,15,57,1,0.000444444444444444
"214",2017,"Cotito de Santa Teresa","Rosmarinus officinalis","A",1,1,0,0,0,0,74,0.180487804878049,410,74,0.180487804878049,1,8,0,8,1,0.000225714285714286
"215",2017,"Cotito de Santa Teresa","Rosmarinus officinalis","B",4,4,0,0,1,0.000783699059561128,34,0.0266457680250784,1276,35,0.0274294670846395,0.9,9,1,10,1,0.000873333333333333
"216",2017,"Cotito de Santa Teresa","Rosmarinus officinalis","C",2,2,0,0,0,0,43,0.05375,800,43,0.05375,0.722222222222222,13,5,18,1,0.000265
"217",2018,"Cotito de Santa Teresa","Rosmarinus officinalis","A",3,3,1,0.00120481927710843,0,0,159,0.191566265060241,830,160,0.192771084337349,0,0,0,0,0,0
"218",2018,"Cotito de Santa Teresa","Rosmarinus officinalis","B",5,5,1,8e-04,0,0,130,0.104,1250,131,0.1048,0,0,0,0,0,0
"219",2018,"Cotito de Santa Teresa","Rosmarinus officinalis","C",3,3,0,0,0,0,61,0.108928571428571,560,61,0.108928571428571,0,0,0,0,0,0
"220",2018,"Cotito de Santa Teresa","Rosmarinus officinalis","D",3,3,0,0,0,0,19,0.0558823529411765,340,19,0.0558823529411765,0,0,0,0,0,0
"221",2018,"Cotito de Santa Teresa","Rosmarinus officinalis","E",1,1,0,0,0,0,151,0.686363636363636,220,151,0.686363636363636,0,0,0,0,0,0
"222",2015,"El pinar","Cistus salviifolius","A",0,1,0,0,0,0,1,0.5,2,1,0.5,0,0,0,0,0,0
"223",2015,"El pinar","Lavandula stoechas","A",1,1,0,0,0,0,1,0.0833333333333333,12,1,0.0833333333333333,0,0,0,0,0,0
"224",2015,"El pinar","Rosmarinus officinalis","A",1,1,0,0,0,0,1,0.00416666666666667,240,1,0.00416666666666667,0.958333333333333,33,1,34,1,0.0004035
"225",2015,"El pinar","Rosmarinus officinalis","B",0,0,0,0,0,0,0,0,0,0,0,0.690936819172113,43,17,60,1,0.00056625
"226",2015,"El pinar","Rosmarinus officinalis","C",0,0,0,0,0,0,0,0,0,0,0,0.625,15,2,17,1,0.0004625
"227",2017,"El pozo","Cistus crispus","A",0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0
"228",2017,"El pozo","Cistus crispus","B",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7.5,0.00283
"229",2018,"El pozo","Cistus crispus","A",3,4,0,0,0,0,14,0.14,100,14,0.14,0.8,8,2,10,18.6666666666667,0.01021
"230",2018,"El pozo","Cistus crispus","B",3,4,0,0,0,0,16,0.116788321167883,137,16,0.116788321167883,0.714285714285714,5,2,7,27.6666666666667,0.0153466666666667
"231",2018,"El pozo","Cistus crispus","C",2,2,0,0,0,0,2,0.0208333333333333,96,2,0.0208333333333333,1,5,0,5,31.3333333333333,0.01452
"232",2018,"El pozo","Cistus crispus","D",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,33,0.01494
"233",2015,"El pozo","Cistus ladanifer","A",2,2,0,0,0,0,2,0.222222222222222,9,2,0.222222222222222,0,0,0,0,0,0
"234",2015,"El pozo","Cistus ladanifer","B",1,1,0,0,0,0,1,0.25,4,1,0.25,0,0,0,0,0,0
"235",2016,"El pozo","Cistus ladanifer","A",1,1,0,0,0,0,1,0.125,8,1,0.125,0,0,0,0,175,0.04105
"236",2016,"El pozo","Cistus ladanifer","B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0.00275
"237",2017,"El pozo","Cistus ladanifer","A",1,1,0,0,0,0,1,0.5,2,1,0.5,0,0,0,0,0,0
"238",2017,"El pozo","Cistus ladanifer","B",1,1,1,0.5,0,0,0,0,2,1,0.5,0,0,0,0,0,0
"239",2017,"El pozo","Cistus ladanifer","C",1,1,0,0,0,0,2,0.4,5,2,0.4,0,0,0,0,0,0
"240",2015,"El pozo","Cistus salviifolius","A",1,1,0,0,0,0,3,0.428571428571429,7,3,0.428571428571429,0,0,0,0,0,0
"241",2015,"El pozo","Cistus salviifolius","B",1,1,0,0,0,0,1,0.111111111111111,9,1,0.111111111111111,0,0,0,0,0,0
"242",2016,"El pozo","Cistus salviifolius","A",1,1,0,0,0,0,3,0.6,5,3,0.6,1,2,0,2,48,0.044585
"243",2016,"El pozo","Cistus salviifolius","B",1,1,0,0,0,0,1,0.333333333333333,3,1,0.333333333333333,1,1,0,1,23,0.02597
"244",2017,"El pozo","Cistus salviifolius","A",1,1,0,0,1,0.0909090909090909,0,0,11,1,0.0909090909090909,0,0,0,0,0,0
"245",2017,"El pozo","Cistus salviifolius","B",0,1,0,0,0,0,1,0.1,10,1,0.1,0,0,0,0,0,0
"246",2018,"El pozo","Cistus salviifolius","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247",2018,"El pozo","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248",2018,"El pozo","Cistus salviifolius","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.018265
"249",2018,"El pozo","Cistus salviifolius","D",0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,16.5,0.022285
"250",2016,"El pozo","Halimium halimifolium","A",0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,13.3333333333333,0.00509
"251",2016,"El pozo","Halimium halimifolium","B",0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2.33333333333333,0.00104333333333333
"252",2018,"El pozo","Halimium halimifolium","A",1,1,1,0.0131578947368421,0,0,0,0,76,1,0.0131578947368421,1,4,0,4,16.3333333333333,0.00731333333333333
"253",2018,"El pozo","Halimium halimifolium","B",2,2,0,0,0,0,3,0.107142857142857,28,3,0.107142857142857,0.6,3,2,5,16.6666666666667,0.00970333333333333
"254",2018,"El pozo","Halimium halimifolium","C",1,1,1,0.0526315789473684,0,0,0,0,19,1,0.0526315789473684,0.333333333333333,1,2,3,6,0.003385
"255",2018,"El pozo","Halimium halimifolium","D",0,0,0,0,0,0,0,0,0,0,0,0.75,6,2,8,15,0.00635666666666667
"256",2017,"El pozo","Lavandula stoechas","A",1,1,0,0,0,0,15,0.0652173913043478,230,15,0.0652173913043478,0,0,0,0,0,0
"257",2015,"El pozo","Rosmarinus officinalis","A",0,0,0,0,0,0,0,0,0,0,0,0.849195402298851,92,17,109,1,0.000672105263157895
"258",2015,"El pozo","Rosmarinus officinalis","B",1,1,0,0,0,0,2,0.021505376344086,93,2,0.021505376344086,0.814462081128748,62,13,75,1.03030303030303,0.00035030303030303
"259",2016,"El pozo","Rosmarinus officinalis","A",4,4,0,0,0,0,12,0.0214285714285714,560,12,0.0214285714285714,0,0,0,0,1,0.000926666666666667
"260",2016,"El pozo","Rosmarinus officinalis","B",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0.00051
"261",2017,"El pozo","Rosmarinus officinalis","A",1,1,0,0,0,0,125,0.114155251141553,1095,125,0.114155251141553,0,0,0,0,0,0
"262",2017,"El pozo","Rosmarinus officinalis","B",1,1,0,0,0,0,134,0.122935779816514,1090,134,0.122935779816514,0,0,0,0,0,0
"263",2017,"El pozo","Rosmarinus officinalis","C",1,2,0,0,0,0,36,0.0455696202531646,790,36,0.0455696202531646,0,0,0,0,0,0
"264",2018,"El pozo","Rosmarinus officinalis","A",2,3,0,0,0,0,182,0.2,910,182,0.2,0,0,0,0,0,0
"265",2018,"El pozo","Rosmarinus officinalis","B",5,5,3,0.00315789473684211,0,0,108,0.113684210526316,950,111,0.116842105263158,0,0,0,0,0,0
"266",2018,"El pozo","Rosmarinus officinalis","C",4,4,2,0.00240963855421687,0,0,95,0.114457831325301,830,97,0.116867469879518,0,0,0,0,0,0
"267",2018,"El pozo","Rosmarinus officinalis","D",2,2,0,0,0,0,76,0.126666666666667,600,76,0.126666666666667,0,0,0,0,0,0
"268",2018,"El pozo","Rosmarinus officinalis","E",2,2,0,0,0,0,148,0.127586206896552,1160,148,0.127586206896552,0,0,0,0,0,0
"269",2015,"Esparragal","Cistus crispus","A",1,1,0,0,0,0,1,0.00704225352112676,142,1,0.00704225352112676,0,0,0,0,0,0
"270",2015,"Esparragal","Cistus crispus","B",3,3,0,0,1,0.0087719298245614,2,0.0175438596491228,114,3,0.0263157894736842,0,0,0,0,0,0
"271",2016,"Esparragal","Cistus crispus","A",0,0,0,0,0,0,0,0,0,0,0,0.8,4,1,5,31.6666666666667,0.01505
"272",2016,"Esparragal","Cistus crispus","B",0,0,0,0,0,0,0,0,0,0,0,0.4,2,3,5,19.5,0.008795
"273",2017,"Esparragal","Cistus crispus","A",0,0,0,0,0,0,0,0,0,0,0,0.4,2,3,5,30,0.016525
"274",2017,"Esparragal","Cistus crispus","B",0,1,0,0,0,0,1,0.05,20,1,0.05,0.4,2,3,5,36,0.020005
"275",2018,"Esparragal","Cistus crispus","A",4,4,0,0,0,0,23,0.166666666666667,138,23,0.166666666666667,1,3,0,3,12,0.006625
"276",2018,"Esparragal","Cistus crispus","B",3,4,0,0,0,0,15,0.2,75,15,0.2,0.5,2,2,4,26.5,0.01352
"277",2018,"Esparragal","Cistus crispus","C",3,3,0,0,0,0,18,0.193548387096774,93,18,0.193548387096774,0.75,3,1,4,26,0.00679333333333333
"278",2018,"Esparragal","Cistus crispus","D",3,4,0,0,0,0,22,0.0846153846153846,260,22,0.0846153846153846,1,3,0,3,32,0.01609
"279",2015,"Esparragal","Cistus salviifolius","A",2,4,0,0,1,0.0333333333333333,5,0.166666666666667,30,6,0.2,0.8,9,3,12,15.6666666666667,0.01833
"280",2015,"Esparragal","Cistus salviifolius","B",2,2,1,0.166666666666667,0,0,2,0.333333333333333,6,3,0.5,0,0,0,0,0,0
"281",2016,"Esparragal","Cistus salviifolius","A",0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,32.3333333333333,0.0284233333333333
"282",2016,"Esparragal","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0.02203
"283",2017,"Esparragal","Cistus salviifolius","A",0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,56.6666666666667,0.06867
"284",2017,"Esparragal","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,38,0.047
"285",2018,"Esparragal","Cistus salviifolius","A",1,1,0,0,0,0,1,0.125,8,1,0.125,1,2,0,2,31,0.041205
"286",2018,"Esparragal","Cistus salviifolius","B",1,1,0,0,2,0.166666666666667,0,0,12,2,0.166666666666667,1,2,0,2,25.3333333333333,0.0267733333333333
"287",2018,"Esparragal","Cistus salviifolius","C",0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,51.3333333333333,0.06453
"288",2018,"Esparragal","Cistus salviifolius","D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.014555
"289",2015,"Esparragal","Halimium commutatum","A",0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0
"290",2015,"Esparragal","Halimium commutatum","B",1,1,0,0,1,0.333333333333333,0,0,3,1,0.333333333333333,0.333333333333333,1,2,3,0,0
"291",2015,"Esparragal","Halimium commutatum","C",2,2,0,0,1,0.0217391304347826,1,0.0217391304347826,46,2,0.0434782608695652,0.333333333333333,1,0,1,0,0
"292",2016,"Esparragal","Halimium commutatum","A",0,1,0,0,0,0,0,0,18,0,0,1,2,0,2,3.5,0.01413
"293",2016,"Esparragal","Halimium commutatum","B",0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0.00466
"294",2017,"Esparragal","Halimium commutatum","A",1,1,0,0,1,0.04,0,0,25,1,0.04,1,5,0,5,1,0.00395636363636364
"295",2017,"Esparragal","Halimium commutatum","B",1,3,0,0,1,0.0666666666666667,19,1.26666666666667,15,20,1.33333333333333,1,7,0,7,1,0.003045
"296",2018,"Esparragal","Halimium commutatum","A",2,2,0,0,6,0.2,7,0.233333333333333,30,13,0.433333333333333,0,0,0,0,0,0
"297",2018,"Esparragal","Halimium commutatum","B",1,1,0,0,0,0,10,1.25,8,10,1.25,0,0,0,0,0,0
"298",2018,"Esparragal","Halimium commutatum","C",3,3,1,0.0294117647058824,3,0.0882352941176471,8,0.235294117647059,34,12,0.352941176470588,0,0,0,0,0,0
"299",2018,"Esparragal","Halimium commutatum","D",1,1,0,0,0,0,46,0.575,80,46,0.575,0,0,0,0,0,0
"300",2015,"Esparragal","Halimium halimifolium","A",0,0,0,0,0,0,0,0,0,0,0,1,12,0,12,12.5714285714286,0.00688428571428571
"301",2015,"Esparragal","Halimium halimifolium","B",4,4,2,0.0108695652173913,1,0.00543478260869565,1,0.00543478260869565,184,4,0.0217391304347826,0,0,0,0,0,0
"302",2016,"Esparragal","Halimium halimifolium","A",2,2,4,0.266666666666667,1,0.0666666666666667,0,0,15,5,0.333333333333333,0.857142857142857,6,1,7,21.3333333333333,0.00299
"303",2016,"Esparragal","Halimium halimifolium","B",1,1,2,0.0714285714285714,0,0,0,0,28,2,0.0714285714285714,1,6,0,6,25,0.0107866666666667
"304",2017,"Esparragal","Halimium halimifolium","A",0,0,0,0,0,0,0,0,0,0,0,0.777777777777778,7,2,9,10.6666666666667,0.00332
"305",2017,"Esparragal","Halimium halimifolium","B",0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,6.66666666666667,0.00451
"306",2018,"Esparragal","Halimium halimifolium","A",2,2,0,0,0,0,23,0.0950413223140496,242,23,0.0950413223140496,1,4,0,4,32.6666666666667,0.0126366666666667
"307",2018,"Esparragal","Halimium halimifolium","B",2,2,1,0.00343642611683849,0,0,28,0.0962199312714777,291,29,0.0996563573883162,1,4,0,4,18.3333333333333,0.00879
"308",2018,"Esparragal","Halimium halimifolium","C",4,4,1,0.0111111111111111,1,0.0111111111111111,3,0.0333333333333333,90,5,0.0555555555555556,1,4,0,4,28,0.0145566666666667
"309",2018,"Esparragal","Halimium halimifolium","D",1,1,0,0,0,0,15,0.0789473684210526,190,15,0.0789473684210526,1,4,0,4,5.33333333333333,0.00411666666666667
"310",2015,"Esparragal","Lavandula pedunculata","A",0,0,0,0,0,0,0,0,0,0,0,0.827053980644634,359,73,432,1,0.000562222222222222
"311",2015,"Esparragal","Lavandula pedunculata","B",0,0,0,0,0,0,0,0,0,0,0,0.766978416411881,258,81,339,1,0.000196363636363636
"312",2017,"Esparragal","Lavandula pedunculata","A",1,1,0,0,0,0,3,0.015,200,3,0.015,0,0,0,0,0,0
"313",2017,"Esparragal","Lavandula pedunculata","B",1,1,0,0,0,0,1,0.00454545454545455,220,1,0.00454545454545455,0,0,0,0,0,0
"314",2015,"Esparragal","Lavandula stoechas","A",1,1,0,0,0,0,1,0.0833333333333333,12,1,0.0833333333333333,0,0,0,0,0,0
"315",2016,"Esparragal","Lavandula stoechas","A",0,0,0,0,0,0,0,0,0,0,0,0.940594059405941,95,6,101,1,0.000585
"316",2016,"Esparragal","Lavandula stoechas","B",1,1,0,0,0,0,2,0.037037037037037,54,2,0.037037037037037,0.884615384615385,46,6,52,1,0.000483333333333333
"317",2017,"Esparragal","Lavandula stoechas","A",1,1,0,0,0,0,1,0.0333333333333333,30,1,0.0333333333333333,0,0,0,0,0,0
"318",2017,"Esparragal","Lavandula stoechas","B",1,1,0,0,0,0,3,0.075,40,3,0.075,0,0,0,0,0,0
"319",2015,"La Cuña","Cistus salviifolius","A",2,2,2,0.0666666666666667,0,0,4,0.133333333333333,30,6,0.2,1,10,0,10,13,0.0172
"320",2015,"La Cuña","Cistus salviifolius","B",8,8,2,0.0277777777777778,1,0.0138888888888889,5,0.0694444444444444,72,8,0.111111111111111,0.888888888888889,19,1,20,29.3333333333333,0.03081
"321",2016,"La Cuña","Cistus salviifolius","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3333333333333,0.0259566666666667
"322",2016,"La Cuña","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,34,0.0360533333333333
"323",2017,"La Cuña","Cistus salviifolius","A",1,1,0,0,1,0.0588235294117647,0,0,17,1,0.0588235294117647,1,5,0,5,66.6666666666667,0.07218
"324",2017,"La Cuña","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,65.6666666666667,0.05632
"325",2018,"La Cuña","Cistus salviifolius","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.02267
"326",2018,"La Cuña","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,19,0.02535
"327",2018,"La Cuña","Cistus salviifolius","C",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,53,0.07263
"328",2018,"La Cuña","Cistus salviifolius","D",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,23,0.02639
"329",2015,"La Cuña","Lavandula pedunculata","A",1,1,0,0,0,0,1,0.0126582278481013,79,1,0.0126582278481013,0.743697478991597,271,93,364,1,0.000695333333333333
"330",2015,"La Cuña","Lavandula pedunculata","B",2,2,0,0,0,0,2,0.0101010101010101,198,2,0.0101010101010101,0.528,198,52,250,1,0.000531764705882353
"331",2016,"La Cuña","Lavandula pedunculata","A",1,1,0,0,0,0,11,0.1,110,11,0.1,0.806451612903226,75,18,93,1,0.000211666666666667
"332",2017,"La Cuña","Lavandula pedunculata","A",0,0,0,0,0,0,0,0,0,0,0,0.536842105263158,51,44,95,1,0.000665
"333",2017,"La Cuña","Lavandula pedunculata","B",0,0,0,0,0,0,0,0,0,0,0,0.571428571428571,20,15,35,1,0.000823333333333333
"334",2018,"La Cuña","Lavandula pedunculata","A",1,1,0,0,0,0,1,0.02,50,1,0.02,0.788461538461538,82,22,104,2.33333333333333,0.00125666666666667
"335",2018,"La Cuña","Lavandula pedunculata","B",0,0,0,0,0,0,0,0,0,0,0,0.6,39,26,65,2,0.00174666666666667
"336",2018,"La Cuña","Lavandula pedunculata","C",0,0,0,0,0,0,0,0,0,0,0,0.51063829787234,48,46,94,1,0.000743333333333333
"337",2018,"La Cuña","Lavandula pedunculata","D",0,0,0,0,0,0,0,0,0,0,0,0.720779220779221,111,43,154,2,0.00148666666666667
"338",2015,"La Cuña","Rosmarinus officinalis","A",1,1,0,0,0,0,1,0.032258064516129,31,1,0.032258064516129,0.606488841782959,45,27,72,1,0.000503181818181818
"339",2015,"La Cuña","Rosmarinus officinalis","B",1,1,0,0,0,0,1,0.0185185185185185,54,1,0.0185185185185185,0.497821350762527,26,26,52,1,0.000509333333333333
"340",2017,"La Cuña","Rosmarinus officinalis","A",1,1,0,0,0,0,48,0.064,750,48,0.064,0,0,0,0,0,0
"341",2017,"La Cuña","Rosmarinus officinalis","B",1,1,0,0,0,0,9,0.0225,400,9,0.0225,0,0,0,0,0,0
"342",2018,"La Cuña","Rosmarinus officinalis","A",1,1,0,0,0,0,108,0.186206896551724,580,108,0.186206896551724,0,0,0,0,0,0
"343",2018,"La Cuña","Rosmarinus officinalis","B",1,1,0,0,0,0,16,0.106666666666667,150,16,0.106666666666667,0,0,0,0,0,0
"344",2018,"La Cuña","Rosmarinus officinalis","C",2,2,2,0.00434782608695652,0,0,13,0.0282608695652174,460,15,0.0326086956521739,0,0,0,0,0,0
