"","Year","Site_ID","Plant_sp","plant_id","richness08","richness","Coleop_freq","Coleop_visit","Dip_freq","Dip_visit","Hym_freq","Hym_visit","flower_abundance","Frequency","visitatio_rate","Fruit_proportion","Fruit_Yes","Fruit_No","Fruit_Total","Seeds","Seed_weight"
"522",2017,"Pino del Cuervo","Cistus salviifolius","C",0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,62.6666666666667,0.0667
"523",2018,"Pino del Cuervo","Cistus salviifolius","A",0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,52.5,0.058715
"524",2018,"Pino del Cuervo","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,27,0.02877
"525",2018,"Pino del Cuervo","Cistus salviifolius","C",0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,32.3333333333333,0.0307933333333333
"526",2018,"Pino del Cuervo","Cistus salviifolius","D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.01087
"527",2015,"Pino del Cuervo","Halimium commutatum","A",0,0,0,0,0,0,0,0,0,0,0,0.722222222222222,5,2,7,1,0.0036425
"528",2015,"Pino del Cuervo","Halimium commutatum","B",0,0,0,0,0,0,0,0,0,0,0,0.4,6,8,14,1.17647058823529,0.00374588235294118
"529",2017,"Pino del Cuervo","Halimium commutatum","B",2,2,1,0.02,0,0,1,0.02,50,2,0.04,0,0,0,0,0,0
"530",2017,"Pino del Cuervo","Halimium commutatum","C",1,1,0,0,0,0,1,0.0666666666666667,15,1,0.0666666666666667,0,0,0,0,0,0
"531",2017,"Pino del Cuervo","Halimium halimifolium","A",0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,11.6666666666667,0.00602
"532",2017,"Pino del Cuervo","Halimium halimifolium","B",0,0,0,0,0,0,0,0,0,0,0,1,6,0,6,10,0.00513666666666667
"533",2018,"Pino del Cuervo","Halimium halimifolium","A",2,2,1,0.0357142857142857,0,0,5,0.178571428571429,28,6,0.214285714285714,1,2,0,2,24.5,0.01579
"534",2018,"Pino del Cuervo","Halimium halimifolium","B",1,1,0,0,3,0.1875,0,0,16,3,0.1875,0.666666666666667,2,1,3,14,0.00244
"535",2018,"Pino del Cuervo","Halimium halimifolium","C",2,2,1,0.00515463917525773,0,0,8,0.0412371134020619,194,9,0.0463917525773196,1,4,0,4,26,0.0146333333333333
"536",2018,"Pino del Cuervo","Halimium halimifolium","D",0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,27.3333333333333,0.01465
"537",2015,"Pino del Cuervo","Lavandula stoechas","A",2,2,2,0.0141843971631206,0,0,4,0.0283687943262411,141,6,0.0425531914893617,0,0,0,0,0,0
"538",2015,"Pino del Cuervo","Lavandula stoechas","B",2,2,0,0,0,0,2,0.0240963855421687,83,2,0.0240963855421687,0,0,0,0,0,0
"539",2016,"Pino del Cuervo","Lavandula stoechas","A",1,1,0,0,0,0,3,0.0121457489878543,247,3,0.0121457489878543,0.954198473282443,125,6,131,1,0.000335714285714286
"540",2016,"Pino del Cuervo","Lavandula stoechas","B",0,0,0,0,0,0,0,0,0,0,0,0.896907216494845,87,10,97,1,0.000717142857142857
"541",2018,"Pino del Cuervo","Lavandula stoechas","A",0,0,0,0,0,0,0,0,0,0,0,0.775510204081633,76,22,98,1.33333333333333,0.000636666666666667
"542",2018,"Pino del Cuervo","Lavandula stoechas","B",0,0,0,0,0,0,0,0,0,0,0,0.706896551724138,41,17,58,2.33333333333333,0.00117
"543",2018,"Pino del Cuervo","Lavandula stoechas","C",0,0,0,0,0,0,0,0,0,0,0,0.543478260869565,25,21,46,2,0.000966666666666667
"544",2018,"Pino del Cuervo","Lavandula stoechas","D",0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0
"545",2015,"Pino del Cuervo","Rosmarinus officinalis","A",0,0,0,0,0,0,0,0,0,0,0,0.846867007672634,115,23,138,1,0.000797777777777778
"546",2015,"Pino del Cuervo","Rosmarinus officinalis","B",0,0,0,0,0,0,0,0,0,0,0,0.306140350877193,21,56,77,1,0.001315
"547",2017,"Pino del Cuervo","Rosmarinus officinalis","A",2,3,0,0,0,0,9,0.0115384615384615,780,9,0.0115384615384615,0,0,0,0,0,0
"548",2017,"Pino del Cuervo","Rosmarinus officinalis","B",3,4,0,0,5,0.00561797752808989,9,0.0101123595505618,890,14,0.0157303370786517,0,0,0,0,0,0
"549",2018,"Pino del Cuervo","Rosmarinus officinalis","A",4,4,1,0.00285714285714286,0,0,26,0.0742857142857143,350,27,0.0771428571428571,0,0,0,0,0,0
"550",2018,"Pino del Cuervo","Rosmarinus officinalis","B",4,5,0,0,0,0,85,0.0691056910569106,1230,85,0.0691056910569106,0,0,0,0,0,0
"551",2018,"Pino del Cuervo","Rosmarinus officinalis","C",3,3,0,0,0,0,20,0.0615384615384615,325,20,0.0615384615384615,0,0,0,0,0,0
"552",2018,"Pino del Cuervo","Rosmarinus officinalis","D",1,1,2,0.04,0,0,0,0,50,2,0.04,0,0,0,0,0,0
"553",2016,"Urbanizaciones","Cistus crispus","A",0,0,0,0,0,0,0,0,0,0,0,0.75,6,2,8,44.6666666666667,0.0241733333333333
"554",2016,"Urbanizaciones","Cistus crispus","B",0,0,0,0,0,0,0,0,0,0,0,0.857142857142857,6,1,7,29.3333333333333,0.0142633333333333
"555",2017,"Urbanizaciones","Cistus crispus","A",2,2,0,0,0,0,3,0.075,40,3,0.075,0.333333333333333,1,2,3,24,0.012935
"556",2017,"Urbanizaciones","Cistus crispus","B",3,3,0,0,0,0,6,0.109090909090909,55,6,0.109090909090909,0.75,3,1,4,28,0.0127966666666667
"557",2018,"Urbanizaciones","Cistus crispus","A",5,5,0,0,0,0,38,0.231707317073171,164,38,0.231707317073171,1,7,0,7,31.6666666666667,0.01852
"558",2018,"Urbanizaciones","Cistus crispus","B",5,7,0,0,0,0,51,0.172297297297297,296,51,0.172297297297297,0,0,7,7,19,0.00982
"559",2018,"Urbanizaciones","Cistus crispus","C",4,4,0,0,2,0.0087719298245614,48,0.210526315789474,228,50,0.219298245614035,0.555555555555556,5,4,9,16.3333333333333,0.0103733333333333
"560",2018,"Urbanizaciones","Cistus crispus","D",0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
"561",2018,"Urbanizaciones","Cistus crispus","E",1,1,0,0,0,0,7,0.4375,16,7,0.4375,0,0,0,0,0,0
"562",2015,"Urbanizaciones","Cistus salviifolius","A",1,1,10,2.5,0,0,0,0,4,10,2.5,0.777777777777778,5,2,7,64.6666666666667,0.0573066666666667
"563",2015,"Urbanizaciones","Cistus salviifolius","B",1,1,1,0.5,0,0,0,0,2,1,0.5,1,18,0,18,46,0.05639
"564",2016,"Urbanizaciones","Cistus salviifolius","A",1,1,0,0,1,0.111111111111111,0,0,9,1,0.111111111111111,1,2,0,2,44,0.04506
"565",2016,"Urbanizaciones","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,39,0.0402
"566",2018,"Urbanizaciones","Cistus salviifolius","A",2,2,3,0.0789473684210526,0,0,2,0.0526315789473684,38,5,0.131578947368421,1,4,0,4,45,0.0546233333333333
"567",2018,"Urbanizaciones","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,59,0.07301
"568",2018,"Urbanizaciones","Cistus salviifolius","C",1,1,1,0.5,0,0,0,0,2,1,0.5,1,1,0,1,51,0.054785
"569",2018,"Urbanizaciones","Cistus salviifolius","D",1,1,0,0,0,0,1,0.25,4,1,0.25,1,4,0,4,32.5,0.03641
"570",2018,"Urbanizaciones","Cistus salviifolius","E",3,3,2,0.0444444444444444,0,0,2,0.0444444444444444,45,4,0.0888888888888889,0,0,0,0,0,0
"571",2015,"Urbanizaciones","Halimium commutatum","A",1,1,0,0,0,0,1,0.0114942528735632,87,1,0.0114942528735632,0.333333333333333,7,5,12,1,0.0020275
"572",2015,"Urbanizaciones","Halimium commutatum","B",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
"573",2015,"Urbanizaciones","Halimium commutatum","C",0,0,0,0,0,0,0,0,0,0,0,0.2,3,2,5,0,0
"574",2015,"Urbanizaciones","Halimium commutatum","D",0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,1,2,3,0,0
"575",2016,"Urbanizaciones","Halimium commutatum","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00159666666666667
"576",2016,"Urbanizaciones","Halimium commutatum","B",1,1,0,0,1,0.0625,0,0,16,1,0.0625,0,0,0,0,0,0
"577",2017,"Urbanizaciones","Halimium commutatum","A",0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,1,0.002905
"578",2017,"Urbanizaciones","Halimium commutatum","B",0,0,0,0,0,0,0,0,0,0,0,1,7,0,7,1,0.003205
"579",2018,"Urbanizaciones","Halimium commutatum","A",2,2,1,0.0166666666666667,0,0,5,0.0833333333333333,60,6,0.1,0,0,0,0,0,0
"580",2016,"Urbanizaciones","Halimium halimifolium","A",0,0,0,0,0,0,0,0,0,0,0,0.5,2,2,4,35,0.003935
"581",2016,"Urbanizaciones","Halimium halimifolium","B",0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,2,1,3,26,0.009045
"582",2018,"Urbanizaciones","Halimium halimifolium","A",2,2,0,0,0,0,4,0.0303030303030303,132,4,0.0303030303030303,0.666666666666667,2,1,3,23.5,0.05513
"583",2018,"Urbanizaciones","Halimium halimifolium","B",2,2,1,0.0526315789473684,0,0,4,0.210526315789474,19,5,0.263157894736842,1,4,0,4,12.3333333333333,0.00811
"584",2018,"Urbanizaciones","Halimium halimifolium","C",1,1,1,0.0476190476190476,0,0,0,0,21,1,0.0476190476190476,0.8,4,1,5,30.3333333333333,0.0154833333333333
"585",2018,"Urbanizaciones","Halimium halimifolium","D",0,0,0,0,0,0,0,0,0,0,0,0.75,3,1,4,26,0.0163333333333333
"586",2016,"Urbanizaciones","Lavandula pedunculata","A",2,3,0,0,0,0,17,0.0354166666666667,480,17,0.0354166666666667,0.917808219178082,67,6,73,1,0.000405714285714286
"587",2016,"Urbanizaciones","Lavandula pedunculata","B",3,3,0,0,6,0.0101351351351351,34,0.0574324324324324,592,40,0.0675675675675676,0,0,0,0,0,0
"588",2018,"Urbanizaciones","Lavandula pedunculata","A",1,1,0,0,0,0,26,0.018978102189781,1370,26,0.018978102189781,0.766129032258065,95,29,124,2,0.00123
"589",2018,"Urbanizaciones","Lavandula pedunculata","B",4,4,12,0.00338983050847458,0,0,31,0.00875706214689266,3540,43,0.0121468926553672,0.924528301886792,147,12,159,3,0.00131333333333333
"590",2018,"Urbanizaciones","Lavandula pedunculata","C",0,0,0,0,0,0,0,0,0,0,0,0.831932773109244,99,20,119,2.66666666666667,0.00169333333333333
"591",2018,"Urbanizaciones","Lavandula pedunculata","D",2,2,0,0,0,0,14,0.0233333333333333,600,14,0.0233333333333333,0.754385964912281,86,28,114,3.33333333333333,0.00176666666666667
"592",2015,"Urbanizaciones","Lavandula stoechas","A",4,5,0,0,1,0.00409836065573771,8,0.0327868852459016,244,9,0.0368852459016393,0.731494059791606,360,131,491,1,0.00048125
"593",2015,"Urbanizaciones","Lavandula stoechas","B",1,1,0,0,0,0,1,0.0256410256410256,39,1,0.0256410256410256,0.742144175831868,370,128,498,1,0.000658
"594",2015,"Urbanizaciones","Lavandula stoechas","C",2,2,0,0,0,0,2,0.0072202166064982,277,2,0.0072202166064982,0.293778291232829,101,243,344,0,0
"595",2016,"Urbanizaciones","Lavandula stoechas","A",0,0,0,0,0,0,0,0,0,0,0,0.793478260869565,73,19,92,1,0.00029
"596",2016,"Urbanizaciones","Lavandula stoechas","B",1,1,0,0,0,0,4,0.117647058823529,34,4,0.117647058823529,0.9609375,123,5,128,1,0.000345
"597",2017,"Urbanizaciones","Lavandula stoechas","A",2,2,0,0,3,0.0272727272727273,2,0.0181818181818182,110,5,0.0454545454545455,0,0,0,0,0,0
"598",2017,"Urbanizaciones","Lavandula stoechas","B",2,2,0,0,1,0.025,1,0.025,40,2,0.05,0,0,0,0,0,0
"599",2015,"Urbanizaciones","Rosmarinus officinalis","A",1,1,0,0,0,0,1,0.1,10,1,0.1,0.944444444444444,52,2,54,1,0.00103375
"600",2015,"Urbanizaciones","Rosmarinus officinalis","B",1,1,0,0,0,0,1,0.1,10,1,0.1,0.936587891912249,83,5,88,1,0.000572857142857143
"601",2015,"Urbanizaciones","Rosmarinus officinalis","C",0,0,0,0,0,0,0,0,0,0,0,0.708931419457735,75,26,101,1,0.000348
"602",2016,"Urbanizaciones","Rosmarinus officinalis","A",1,1,0,0,0,0,1,0.0166666666666667,60,1,0.0166666666666667,0,0,0,0,0,0
"603",2017,"Urbanizaciones","Rosmarinus officinalis","A",1,1,0,0,0,0,16,0.0390243902439024,410,16,0.0390243902439024,0,0,2,2,0,0
"604",2017,"Urbanizaciones","Rosmarinus officinalis","B",2,3,0,0,0,0,31,0.0191358024691358,1620,31,0.0191358024691358,0,0,26,26,0,0
"605",2017,"Urbanizaciones","Rosmarinus officinalis","C",1,1,0,0,0,0,23,0.0383333333333333,600,23,0.0383333333333333,0,0,40,40,0,0
"606",2018,"Urbanizaciones","Rosmarinus officinalis","A",2,2,0,0,2,0.00203045685279188,132,0.134010152284264,985,134,0.136040609137056,0,0,0,0,0,0
"607",2018,"Urbanizaciones","Rosmarinus officinalis","B",2,3,0,0,0,0,85,0.0926935659760087,917,85,0.0926935659760087,0,0,0,0,0,0
"608",2018,"Urbanizaciones","Rosmarinus officinalis","C",2,2,0,0,0,0,96,0.133704735376045,718,96,0.133704735376045,0,0,0,0,0,0
"609",2018,"Urbanizaciones","Rosmarinus officinalis","D",2,2,0,0,0,0,57,0.095,600,57,0.095,0,0,0,0,0,0
"610",2015,"Villamanrique este","Cistus crispus","A",1,3,0,0,1,0.037037037037037,2,0.0740740740740741,27,3,0.111111111111111,0,0,0,0,0,0
"611",2015,"Villamanrique este","Cistus crispus","B",1,1,0,0,0,0,1,0.0555555555555556,18,1,0.0555555555555556,0,0,0,0,0,0
"612",2016,"Villamanrique este","Cistus crispus","A",3,5,0,0,2,0.0666666666666667,10,0.333333333333333,30,12,0.4,1,4,0,4,46,0.022775
"613",2016,"Villamanrique este","Cistus crispus","B",0,0,0,0,0,0,0,0,0,0,0,0.428571428571429,3,4,7,33.3333333333333,0.00914
"614",2017,"Villamanrique este","Cistus crispus","A",2,2,0,0,2,0.0555555555555556,2,0.0555555555555556,36,4,0.111111111111111,0.75,3,1,4,32,0.0161233333333333
"615",2017,"Villamanrique este","Cistus crispus","B",2,2,0,0,0,0,2,0.0666666666666667,30,2,0.0666666666666667,1,2,0,2,34.3333333333333,0.0160966666666667
"616",2018,"Villamanrique este","Cistus crispus","A",2,2,0,0,0,0,20,0.434782608695652,46,20,0.434782608695652,0.888888888888889,8,1,9,43,0.02419
"617",2018,"Villamanrique este","Cistus crispus","B",2,2,0,0,0,0,26,0.371428571428571,70,26,0.371428571428571,0.75,6,2,8,35.3333333333333,0.0201533333333333
"618",2018,"Villamanrique este","Cistus crispus","C",2,2,0,0,0,0,12,0.117647058823529,102,12,0.117647058823529,1,10,0,10,32,0.01966
"619",2018,"Villamanrique este","Cistus crispus","D",0,0,0,0,0,0,0,0,0,0,0,0.8,4,1,5,33,0.0147333333333333
"620",2015,"Villamanrique este","Cistus ladanifer","A",1,1,1,0.333333333333333,0,0,0,0,3,1,0.333333333333333,0,0,0,0,0,0
"621",2015,"Villamanrique este","Cistus ladanifer","B",1,1,0,0,0,0,1,0.142857142857143,7,1,0.142857142857143,0,0,0,0,0,0
"622",2015,"Villamanrique este","Cistus ladanifer","C",2,2,0,0,0,0,2,0.4,5,2,0.4,0,0,0,0,0,0
"623",2016,"Villamanrique este","Cistus ladanifer","A",2,2,0,0,1,0.5,1,0.5,2,2,1,1,2,0,2,347.25,0.0925525
"624",2016,"Villamanrique este","Cistus ladanifer","B",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,594,0.19542
"625",2017,"Villamanrique este","Cistus ladanifer","B",1,1,0,0,0,0,1,0.333333333333333,3,1,0.333333333333333,0,0,0,0,0,0
"626",2015,"Villamanrique este","Cistus salviifolius","A",2,2,5,1,0,0,0,0,5,5,1,0.533333333333333,6,3,9,40.2,0.045562
"627",2015,"Villamanrique este","Cistus salviifolius","B",2,2,0,0,0,0,2,0.181818181818182,11,2,0.181818181818182,0,0,0,0,0,0
"628",2015,"Villamanrique este","Cistus salviifolius","C",2,2,0,0,0,0,3,0.75,4,3,0.75,0,0,0,0,0,0
"629",2016,"Villamanrique este","Cistus salviifolius","A",3,4,1,0.0909090909090909,0,0,4,0.363636363636364,11,5,0.454545454545455,1,3,0,3,36.75,0.0338575
"630",2016,"Villamanrique este","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,29,0.031455
"631",2017,"Villamanrique este","Cistus salviifolius","A",1,2,0,0,0,0,11,0.333333333333333,33,11,0.333333333333333,1,1,0,1,30,0.0402533333333333
"632",2017,"Villamanrique este","Cistus salviifolius","B",2,2,1,0.0588235294117647,2,0.117647058823529,0,0,17,3,0.176470588235294,1,2,0,2,62,0.07578
"633",2017,"Villamanrique este","Cistus salviifolius","C",1,1,0,0,0,0,1,0.0909090909090909,11,1,0.0909090909090909,0,0,0,0,0,0
"634",2015,"Villamanrique este","Lavandula stoechas","A",1,1,0,0,0,0,1,0.037037037037037,27,1,0.037037037037037,0,0,0,0,0,0
"635",2015,"Villamanrique este","Lavandula stoechas","B",1,1,0,0,0,0,2,0.0327868852459016,61,2,0.0327868852459016,0,0,0,0,0,0
"636",2015,"Villamanrique este","Lavandula stoechas","C",1,1,0,0,0,0,7,0.142857142857143,49,7,0.142857142857143,0,0,0,0,0,0
"637",2016,"Villamanrique este","Rosmarinus officinalis","A",2,2,0,0,0,0,3,0.075,40,3,0.075,0,0,0,0,0,0
"638",2017,"Villamanrique este","Rosmarinus officinalis","A",1,1,0,0,0,0,14,0.056,250,14,0.056,0,0,0,0,0,0
"639",2017,"Villamanrique este","Rosmarinus officinalis","B",1,1,0,0,0,0,23,0.0442307692307692,520,23,0.0442307692307692,0,0,0,0,0,0
"640",2017,"Villamanrique este","Rosmarinus officinalis","C",2,2,0,0,1,0.00166666666666667,53,0.0883333333333333,600,54,0.09,0,0,0,0,0,0
"641",2018,"Villamanrique este","Rosmarinus officinalis","A",1,1,0,0,0,0,3,0.15,20,3,0.15,0,0,0,0,0,0
"642",2015,"Villamanrique sur","Cistus crispus","A",3,3,0,0,0,0,3,0.0714285714285714,42,3,0.0714285714285714,0.25,6,6,12,0,0
"643",2015,"Villamanrique sur","Cistus crispus","B",0,0,0,0,0,0,0,0,0,0,0,0.701388888888889,17,8,25,39.6666666666667,0.0197133333333333
"644",2017,"Villamanrique sur","Cistus crispus","A",1,2,0,0,0,0,5,0.151515151515152,33,5,0.151515151515152,0.857142857142857,6,1,7,47.6666666666667,0.0268266666666667
"645",2017,"Villamanrique sur","Cistus crispus","B",1,1,0,0,0,0,15,1,15,15,1,1,3,0,3,36,0.0221266666666667
"646",2018,"Villamanrique sur","Cistus crispus","A",3,4,0,0,0,0,23,0.182539682539683,126,23,0.182539682539683,1,5,0,5,31.6666666666667,0.01734
"647",2018,"Villamanrique sur","Cistus crispus","B",4,4,0,0,0,0,26,0.262626262626263,99,26,0.262626262626263,0.833333333333333,5,1,6,31,0.01748
"648",2018,"Villamanrique sur","Cistus crispus","C",4,5,0,0,0,0,24,0.311688311688312,77,24,0.311688311688312,0.75,6,2,8,35.6666666666667,0.0184066666666667
"649",2018,"Villamanrique sur","Cistus crispus","D",4,4,0,0,0,0,24,0.244897959183673,98,24,0.244897959183673,0.666666666666667,2,1,3,34.5,0.02021
"650",2015,"Villamanrique sur","Cistus ladanifer","A",1,1,0,0,0,0,2,0.666666666666667,3,2,0.666666666666667,0.2,3,3,6,495.5,0.155755
"651",2015,"Villamanrique sur","Cistus ladanifer","B",0,0,0,0,0,0,0,0,0,0,0,0.444444444444444,2,3,5,368,0.116565
"652",2015,"Villamanrique sur","Cistus ladanifer","C",1,1,1,1,0,0,0,0,1,1,1,0.5,7,1,8,0,0
"653",2016,"Villamanrique sur","Cistus ladanifer","A",3,3,1,0.142857142857143,2,0.285714285714286,0,0,7,3,0.428571428571429,1,3,0,3,316,0.114933333333333
"654",2016,"Villamanrique sur","Cistus ladanifer","B",1,1,0,0,0,0,7,0.777777777777778,9,7,0.777777777777778,1,2,0,2,211.333333333333,0.0729833333333333
"655",2017,"Villamanrique sur","Cistus ladanifer","A",1,1,0,0,0,0,2,1,2,2,1,0,0,0,0,0,0
"656",2017,"Villamanrique sur","Cistus ladanifer","B",1,1,0,0,0,0,18,6,3,18,6,0,0,0,0,0,0
"657",2015,"Villamanrique sur","Cistus salviifolius","A",1,1,0,0,0,0,1,0.05,20,1,0.05,0,0,0,0,0,0
"658",2015,"Villamanrique sur","Cistus salviifolius","B",2,2,0,0,0,0,2,0.0952380952380952,21,2,0.0952380952380952,0,0,0,0,0,0
"659",2015,"Villamanrique sur","Cistus salviifolius","C",1,1,0,0,0,0,2,0.111111111111111,18,2,0.111111111111111,0,0,0,0,0,0
"660",2016,"Villamanrique sur","Cistus salviifolius","A",1,1,0,0,0,0,9,2.25,4,9,2.25,0,0,0,0,10.5,0.01584
"661",2016,"Villamanrique sur","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,13.5,0.0218
"662",2017,"Villamanrique sur","Cistus salviifolius","A",1,1,1,0.0833333333333333,0,0,0,0,12,1,0.0833333333333333,0,0,0,0,0,0
"663",2018,"Villamanrique sur","Cistus salviifolius","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"664",2018,"Villamanrique sur","Cistus salviifolius","B",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"665",2018,"Villamanrique sur","Cistus salviifolius","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"666",2018,"Villamanrique sur","Cistus salviifolius","D",0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,32,0.0367766666666667
"667",2015,"Villamanrique sur","Halimium commutatum","A",2,2,0,0,0,0,2,0.0384615384615385,52,2,0.0384615384615385,0,0,0,0,0,0
"668",2015,"Villamanrique sur","Halimium commutatum","B",1,1,0,0,0,0,1,0.0909090909090909,11,1,0.0909090909090909,0,0,0,0,0,0
"669",2015,"Villamanrique sur","Halimium halimifolium","A",0,0,0,0,0,0,0,0,0,0,0,0.62962962962963,19,12,31,17,0.006014
"670",2015,"Villamanrique sur","Halimium halimifolium","B",0,0,0,0,0,0,0,0,0,0,0,0.470695970695971,19,21,40,19.2,0.006682
"671",2016,"Villamanrique sur","Halimium halimifolium","A",0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,21,0.009178
"672",2016,"Villamanrique sur","Halimium halimifolium","B",0,0,0,0,0,0,0,0,0,0,0,0.5,2,2,4,17,0.007085
"673",2017,"Villamanrique sur","Halimium halimifolium","A",0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,5,1,6,28,0.0139133333333333
"674",2017,"Villamanrique sur","Halimium halimifolium","B",0,0,0,0,0,0,0,0,0,0,0,0.75,3,1,4,16,0.00557
"675",2018,"Villamanrique sur","Halimium halimifolium","A",0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,25.3333333333333,0.01169
"676",2018,"Villamanrique sur","Halimium halimifolium","B",0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,17,0.01009
"677",2018,"Villamanrique sur","Halimium halimifolium","C",0,0,0,0,0,0,0,0,0,0,0,1,6,0,6,24.3333333333333,0.01464
"678",2018,"Villamanrique sur","Halimium halimifolium","D",0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,19,0.0109866666666667
"679",2017,"Villamanrique sur","Lavandula pedunculata","A",0,0,0,0,0,0,0,0,0,0,0,0.676923076923077,88,42,130,1,0.000525
"680",2017,"Villamanrique sur","Lavandula pedunculata","B",0,0,0,0,0,0,0,0,0,0,0,0.84,105,20,125,1,8e-04
"681",2015,"Villamanrique sur","Lavandula stoechas","A",3,3,0,0,0,0,15,0.0793650793650794,189,15,0.0793650793650794,0.292682926829268,108,15,123,1,0.000601428571428571
"682",2015,"Villamanrique sur","Lavandula stoechas","B",1,1,0,0,0,0,16,0.246153846153846,65,16,0.246153846153846,0.557662658032686,311,61,372,1,0.0010925
"683",2015,"Villamanrique sur","Lavandula stoechas","C",1,1,0,0,0,0,1,0.0357142857142857,28,1,0.0357142857142857,0,0,0,0,0,0
"684",2017,"Villamanrique sur","Lavandula stoechas","A",2,2,0,0,0,0,11,0.11,100,11,0.11,0,0,0,0,0,0
"685",2016,"Villamanrique sur","Rosmarinus officinalis","A",3,4,0,0,0,0,72,0.00477453580901857,15080,72,0.00477453580901857,0.5,3,3,6,1,0.000464285714285714
"686",2016,"Villamanrique sur","Rosmarinus officinalis","B",1,2,0,0,0,0,6,0.0142857142857143,420,6,0.0142857142857143,1,1,0,1,1,0.000215
"687",2017,"Villamanrique sur","Rosmarinus officinalis","A",2,2,0,0,1,0.000970873786407767,124,0.120388349514563,1030,125,0.121359223300971,0,0,0,0,0,0
"688",2017,"Villamanrique sur","Rosmarinus officinalis","B",1,1,0,0,0,0,167,0.334,500,167,0.334,0,0,0,0,0,0
"689",2017,"Villamanrique sur","Rosmarinus officinalis","C",2,2,0,0,0,0,145,0.156756756756757,925,145,0.156756756756757,0,0,0,0,0,0
"690",2018,"Villamanrique sur","Rosmarinus officinalis","A",2,2,0,0,0,0,207,0.356896551724138,580,207,0.356896551724138,0,0,0,0,0,0
"691",2018,"Villamanrique sur","Rosmarinus officinalis","B",1,1,0,0,0,0,165,0.336734693877551,490,165,0.336734693877551,0,0,0,0,0,0
"692",2018,"Villamanrique sur","Rosmarinus officinalis","C",1,1,0,0,0,0,105,0.328125,320,105,0.328125,0,0,0,0,0,0
"693",2018,"Villamanrique sur","Rosmarinus officinalis","D",1,1,0,0,0,0,30,0.103448275862069,290,30,0.103448275862069,0,0,0,0,0,0
"694",2018,"Villamanrique sur","Rosmarinus officinalis","E",2,3,0,0,0,0,318,0.343783783783784,925,318,0.343783783783784,0,0,0,0,0,0
