"Site_ID","Day","Month","Year","Plant_genus","Plant_species","Plant_ID","Notes","Fruit_Yes","Fruit_No","Fruit_preyed","Fruit_dispersed","Plant_gen_sp"
"Villamanrique_sur",12,6,2017,"Halimium","halimifolium","HH1",NA,5,1,0,0,"Halimium halimifolium"
"Villamanrique_sur",12,6,2017,"Halimium","halimifolium","HH2",NA,3,1,0,0,"Halimium halimifolium"
"Villamanrique_sur",12,6,2017,"Lavandula","pedunculata","LP1",NA,88,42,0,0,"Lavandula pedunculata"
"Villamanrique_sur",12,6,2017,"Lavandula","pedunculata","LP2",NA,105,20,0,0,"Lavandula pedunculata"
"Bonares",31,5,2017,"Cistus","crispus","CC1",NA,2,2,0,0,"Cistus crispus"
"Bonares",31,5,2017,"Cistus","crispus","CC2",NA,0,3,1,0,"Cistus crispus"
"Bonares",8,5,2017,"Cistus","salviifolius","CS1",NA,6,0,2,0,"Cistus salviifolius"
"Bonares",8,5,2017,"Cistus","salviifolius","CS2",NA,3,0,3,0,"Cistus salviifolius"
"Bonares",15,5,2017,"Cistus","ladanifer","CL1",NA,3,0,0,0,"Cistus ladanifer"
"Bonares",15,5,2017,"Cistus","ladanifer","CL2",NA,2,0,0,0,"Cistus ladanifer"
"Bonares",8,5,2017,"Halimium","calycinum","HH1",NA,5,0,1,0,"Halimium calycinum"
"Bonares",8,5,2017,"Halimium","calycinum","HH2",NA,6,0,0,0,"Halimium calycinum"
"Bonares",31,5,2017,"Lavandula","pedunculata","LP1",NA,129,47,2,0,"Lavandula pedunculata"
"Bonares",31,5,2017,"Lavandula","pedunculata","LP2",NA,123,30,42,0,"Lavandula pedunculata"
"Las_mulas",18,5,2017,"Cistus","salviifolius","CS1",NA,4,0,1,0,"Cistus salviifolius"
"Las_mulas",18,5,2017,"Cistus","salviifolius","CS2",NA,9,0,0,0,"Cistus salviifolius"
"Las_mulas",12,6,2017,"Cistus","crispus","CC1",NA,0,6,0,0,"Cistus crispus"
"Las_mulas",12,6,2017,"Cistus","crispus","CC2",NA,8,1,0,0,"Cistus crispus"
"Las_mulas",12,6,2017,"Cistus","libanotis","CLIA",NA,4,0,0,0,"Cistus libanotis"
"Las_mulas",12,6,2017,"Cistus","libanotis","CLIB",NA,3,0,0,0,"Cistus libanotis"
"Las_mulas",9,5,2017,"Halimium","calycinum","HC1",NA,9,2,0,0,"Halimium calycinum"
"Las_mulas",9,5,2017,"Halimium","calycinum","HC2",NA,9,1,0,0,"Halimium calycinum"
"Las_mulas",12,6,2017,"Lavandula","stoechas","LS1",NA,74,69,1,0,"Lavandula stoechas"
"Las_mulas",12,6,2017,"Lavandula","stoechas","LS2",NA,97,25,3,0,"Lavandula stoechas"
"Cotito_de_santa_teresa",4,5,2017,"Asphodelus","fistulosus","AF1",NA,2,0,4,0,"Asphodelus fistulosus"
"Cotito_de_santa_teresa",4,3,2017,"Asphodelus","fistulosus","AF2",NA,8,4,0,0,"Asphodelus fistulosus"
"Cotito_de_santa_teresa",12,6,2017,"Cistus","crispus","CC1","frutos muy pequeños",5,0,0,0,"Cistus crispus"
"Cotito_de_santa_teresa",12,6,2017,"Cistus","crispus","CC2",NA,4,1,0,0,"Cistus crispus"
"Cotito_de_santa_teresa",4,5,2017,"Salvia","rosmarinus","RO1",NA,8,0,0,1,"Salvia rosmarinus"
"Cotito_de_santa_teresa",4,5,2017,"Salvia","rosmarinus","RO2",NA,9,1,0,3,"Salvia rosmarinus"
"Cotito_de_santa_teresa",4,3,2017,"Salvia","rosmarinus","RO3",NA,13,5,0,1,"Salvia rosmarinus"
"Esparragal",4,5,2017,"Cistus","salviifolius","CS1",NA,3,0,1,0,"Cistus salviifolius"
"Esparragal",4,5,2017,"Cistus","salviifolius","CS2",NA,4,0,0,0,"Cistus salviifolius"
"Esparragal",4,5,2017,"Halimium","calycinum","HC1",NA,5,0,0,0,"Halimium calycinum"
"Esparragal",4,5,2017,"Halimium","calycinum","HC2",NA,7,0,0,1,"Halimium calycinum"
"Esparragal",13,6,2017,"Halimium","halimifolium","HH1",NA,7,2,2,0,"Halimium halimifolium"
"Esparragal",13,6,2017,"Halimium","halimifolium","HH2",NA,4,0,0,0,"Halimium halimifolium"
"Esparragal",13,6,2017,"Cistus","crispus","CC1",NA,2,3,0,0,"Cistus crispus"
"Esparragal",13,6,2017,"Cistus","crispus","CC2",NA,2,3,0,0,"Cistus crispus"
"La_rocina",8,6,2017,"Halimium","halimifolium","HH1",NA,4,4,0,0,"Halimium halimifolium"
"La_rocina",8,6,2017,"Halimium","halimifolium","HH2",NA,8,0,0,0,"Halimium halimifolium"
"La_rocina",8,6,2017,"Lavandula","pedunculata","LP1",NA,82,36,37,0,"Lavandula pedunculata"
"La_rocina",8,6,2017,"Lavandula","pedunculata","LP2",NA,53,43,27,0,"Lavandula pedunculata"
"La_cunya",15,5,2017,"Cistus","salviifolius","CS1",NA,5,0,1,0,"Cistus salviifolius"
"La_cunya",15,5,2017,"Cistus","salviifolius","CS2",NA,5,0,0,0,"Cistus salviifolius"
"La_cunya",31,5,2017,"Lavandula","pedunculata","LP1",NA,51,44,55,0,"Lavandula pedunculata"
"La_cunya",31,5,2017,"Lavandula","pedunculata","LP2",NA,20,15,89,0,"Lavandula pedunculata"
"Aznalcazar",19,6,2018,"Asphodelus","fistulosus","AF1",NA,12,1,9,0,"Asphodelus fistulosus"
"Aznalcazar",19,6,2018,"Asphodelus","fistulosus","AF2",NA,9,0,15,1,"Asphodelus fistulosus"
"Aznalcazar",19,6,2018,"Asphodelus","fistulosus","AF3",NA,9,0,6,0,"Asphodelus fistulosus"
"Aznalcazar",19,6,2018,"Asphodelus","fistulosus","AF4",NA,15,2,18,0,"Asphodelus fistulosus"
"Aznalcazar",19,6,2018,"Teucrium","fruticans","TF1",NA,2,5,6,0,"Teucrium fruticans"
"Aznalcazar",19,6,2018,"Teucrium","fruticans","TF2",NA,1,1,4,0,"Teucrium fruticans"
"Aznalcazar",19,6,2018,"Teucrium","fruticans","TF3",NA,6,2,2,0,"Teucrium fruticans"
"Aznalcazar",19,6,2018,"Teucrium","fruticans","TF4",NA,6,2,5,0,"Teucrium fruticans"
"Aznalcazar",19,6,2018,"Lavandula","pedunculata","LP1",NA,58,59,7,0,"Lavandula pedunculata"
"Aznalcazar",19,6,2018,"Lavandula","pedunculata","LP2",NA,79,35,2,0,"Lavandula pedunculata"
"Aznalcazar",19,6,2018,"Lavandula","pedunculata","LP3",NA,91,21,5,0,"Lavandula pedunculata"
"Aznalcazar",19,6,2018,"Lavandula","pedunculata","LP4",NA,94,29,0,0,"Lavandula pedunculata"
"Aznalcazar",19,6,2018,"Cistus","ladanifer","CL1",NA,3,0,0,0,"Cistus ladanifer"
"Aznalcazar",19,6,2018,"Cistus","ladanifer","CL2",NA,4,0,1,0,"Cistus ladanifer"
"Aznalcazar",19,6,2018,"Cistus","ladanifer","CL3",NA,0,0,2,0,"Cistus ladanifer"
"Aznalcazar",19,6,2018,"Cistus","ladanifer","CL4",NA,3,0,1,0,"Cistus ladanifer"
"Aznalcazar",19,6,2018,"Cistus","salviifolius","CS1",NA,5,0,0,0,"Cistus salviifolius"
"Aznalcazar",19,6,2018,"Cistus","salviifolius","CS2",NA,3,0,1,0,"Cistus salviifolius"
"Aznalcazar",19,6,2018,"Cistus","salviifolius","CS3",NA,4,0,2,0,"Cistus salviifolius"
"Aznalcazar",19,6,2018,"Cistus","salviifolius","CS4",NA,5,0,1,0,"Cistus salviifolius"
"Aznalcazar",19,6,2018,"Cistus","monspeliensis","CM1",NA,3,0,2,0,"Cistus monspeliensis"
"Aznalcazar",19,6,2018,"Cistus","monspeliensis","CM2",NA,6,0,0,0,"Cistus monspeliensis"
"Aznalcazar",19,6,2018,"Cistus","monspeliensis","CM3",NA,8,0,0,1,"Cistus monspeliensis"
"Aznalcazar",19,6,2018,"Cistus","monspeliensis","CM4",NA,7,0,0,1,"Cistus monspeliensis"
"Aznalcazar",10,7,2018,"Cistus","crispus","CC1",NA,7,0,0,0,"Cistus crispus"
"Aznalcazar",10,7,2018,"Cistus","crispus","CC2",NA,8,0,1,1,"Cistus crispus"
"Aznalcazar",10,7,2018,"Cistus","crispus","CC3",NA,8,1,4,0,"Cistus crispus"
"Aznalcazar",10,7,2018,"Cistus","crispus","CC4",NA,6,1,4,0,"Cistus crispus"
"Pino_del_cuervo",11,7,2018,"Cistus","crispus","CC1",NA,8,0,1,0,"Cistus crispus"
"Pino_del_cuervo",11,7,2018,"Cistus","crispus","CC2",NA,5,2,0,0,"Cistus crispus"
"Pino_del_cuervo",11,7,2018,"Cistus","crispus","CC3",NA,3,1,0,1,"Cistus crispus"
"Pino_del_cuervo",11,7,2018,"Cistus","crispus","CC4",NA,2,0,1,0,"Cistus crispus"
"Pino_del_cuervo",11,7,2018,"Halimium","halimifolium","HH1",NA,2,0,0,0,"Halimium halimifolium"
"Pino_del_cuervo",11,7,2018,"Halimium","halimifolium","HH2",NA,2,1,0,0,"Halimium halimifolium"
"Pino_del_cuervo",11,7,2018,"Halimium","halimifolium","HH3",NA,4,0,0,0,"Halimium halimifolium"
"Pino_del_cuervo",11,7,2018,"Halimium","halimifolium","HH4",NA,3,0,0,0,"Halimium halimifolium"
"Pino_del_cuervo",11,7,2018,"Cistus","salviifolius","CS1",NA,2,0,0,0,"Cistus salviifolius"
"Pino_del_cuervo",11,7,2018,"Cistus","salviifolius","CS2",NA,1,0,1,0,"Cistus salviifolius"
"Pino_del_cuervo",11,7,2018,"Cistus","salviifolius","CS3",NA,2,0,2,0,"Cistus salviifolius"
"Pino_del_cuervo",11,7,2018,"Cistus","salviifolius","CS4",NA,0,0,2,0,"Cistus salviifolius"
"Pino_del_cuervo",11,7,2018,"Lavandula","stoechas","LS1",NA,76,22,26,0,"Lavandula stoechas"
"Pino_del_cuervo",11,7,2018,"Lavandula","stoechas","LS2",NA,41,17,29,0,"Lavandula stoechas"
"Pino_del_cuervo",11,7,2018,"Lavandula","stoechas","LS3",NA,25,21,38,0,"Lavandula stoechas"
"Pino_del_cuervo",11,7,2018,"Lavandula","stoechas","LS4",NA,0,15,121,0,"Lavandula stoechas"
"Esparragal",10,7,2018,"Cistus","salviifolius","CS1",NA,2,0,1,0,"Cistus salviifolius"
"Esparragal",10,7,2018,"Cistus","salviifolius","CS2",NA,2,0,2,0,"Cistus salviifolius"
"Esparragal",10,7,2018,"Cistus","salviifolius","CS3",NA,4,0,0,1,"Cistus salviifolius"
"Esparragal",10,7,2018,"Cistus","salviifolius","CS4",NA,0,0,3,0,"Cistus salviifolius"
"Esparragal",10,7,2018,"Halimium","halimifolium","HH1",NA,4,0,0,0,"Halimium halimifolium"
"Esparragal",10,7,2018,"Halimium","halimifolium","HH2",NA,4,0,0,0,"Halimium halimifolium"
"Esparragal",10,7,2018,"Halimium","halimifolium","HH3",NA,4,0,0,0,"Halimium halimifolium"
"Esparragal",10,7,2018,"Halimium","halimifolium","HH4",NA,4,0,0,0,"Halimium halimifolium"
"Esparragal",10,7,2018,"Cistus","crispus","CC1",NA,3,0,1,1,"Cistus crispus"
"Esparragal",10,7,2018,"Cistus","crispus","CC2",NA,2,2,1,0,"Cistus crispus"
"Esparragal",10,7,2018,"Cistus","crispus","CC3",NA,3,1,0,0,"Cistus crispus"
"Esparragal",10,7,2018,"Cistus","crispus","CC4",NA,3,0,1,3,"Cistus crispus"
"Bonares",11,7,2018,"Cistus","crispus","CC1",NA,10,1,0,0,"Cistus crispus"
"Bonares",11,7,2018,"Cistus","crispus","CC2",NA,2,0,3,0,"Cistus crispus"
"Bonares",11,7,2018,"Cistus","crispus","CC3",NA,4,0,0,0,"Cistus crispus"
"Bonares",11,7,2018,"Cistus","crispus","CC4",NA,6,0,0,0,"Cistus crispus"
"Bonares",11,7,2018,"Halimium","halimifolium","HH1",NA,2,0,0,0,"Halimium halimifolium"
"Bonares",11,7,2018,"Halimium","halimifolium","HH2",NA,2,1,0,0,"Halimium halimifolium"
"Bonares",11,7,2018,"Halimium","halimifolium","HH3",NA,5,2,0,0,"Halimium halimifolium"
"Bonares",11,7,2018,"Halimium","halimifolium","HH4",NA,2,0,0,0,"Halimium halimifolium"
"Bonares",11,7,2018,"Cistus","ladanifer","CL1",NA,2,0,0,0,"Cistus ladanifer"
"Bonares",11,7,2018,"Cistus","ladanifer","CL2",NA,2,0,0,0,"Cistus ladanifer"
"Bonares",11,7,2018,"Cistus","ladanifer","CL3",NA,1,0,2,0,"Cistus ladanifer"
"Bonares",11,7,2018,"Cistus","ladanifer","CL4",NA,2,0,0,0,"Cistus ladanifer"
"Bonares",11,7,2018,"Cistus","salviifolius","CS1",NA,0,0,1,0,"Cistus salviifolius"
"Bonares",11,7,2018,"Cistus","salviifolius","CS2",NA,3,0,1,0,"Cistus salviifolius"
"Bonares",11,7,2018,"Cistus","salviifolius","CS3",NA,5,0,0,0,"Cistus salviifolius"
"Bonares",11,7,2018,"Cistus","salviifolius","CS4",NA,2,0,1,0,"Cistus salviifolius"
"Villamanrique_este",10,7,2018,"Cistus","crispus","CC1",NA,8,1,0,0,"Cistus crispus"
"Villamanrique_este",10,7,2018,"Cistus","crispus","CC2",NA,6,2,1,0,"Cistus crispus"
"Villamanrique_este",10,7,2018,"Cistus","crispus","CC3",NA,10,0,0,0,"Cistus crispus"
"Villamanrique_este",10,7,2018,"Cistus","crispus","CC4",NA,4,1,3,0,"Cistus crispus"
"El_hongo",10,7,2018,"Cistus","crispus","CC1",NA,0,7,0,0,"Cistus crispus"
"El_hongo",10,7,2018,"Cistus","crispus","CC2",NA,1,5,0,0,"Cistus crispus"
"El_hongo",10,7,2018,"Cistus","salviifolius","CS1",NA,1,0,1,0,"Cistus salviifolius"
"El_hongo",10,7,2018,"Cistus","salviifolius","CS2",NA,2,0,1,0,"Cistus salviifolius"
"El_hongo",10,7,2018,"Cistus","salviifolius","CS3",NA,2,0,1,0,"Cistus salviifolius"
"El_hongo",10,7,2018,"Cistus","salviifolius","CS4",NA,3,0,0,0,"Cistus salviifolius"
"El_hongo",10,7,2018,"Lavandula","pedunculata","LP1",NA,100,26,0,0,"Lavandula pedunculata"
"El_hongo",10,7,2018,"Lavandula","pedunculata","LP2",NA,77,13,2,0,"Lavandula pedunculata"
"El_hongo",10,7,2018,"Lavandula","pedunculata","LP3",NA,128,49,0,0,"Lavandula pedunculata"
"El_hongo",10,7,2018,"Lavandula","pedunculata","LP4",NA,149,41,0,0,"Lavandula pedunculata"
"Villamanrique_sur",10,7,2018,"Halimium","halimifolium","HH1",NA,5,0,0,0,"Halimium halimifolium"
"Villamanrique_sur",10,7,2018,"Halimium","halimifolium","HH2",NA,2,0,0,0,"Halimium halimifolium"
"Villamanrique_sur",10,7,2018,"Halimium","halimifolium","HH3",NA,6,0,0,0,"Halimium halimifolium"
"Villamanrique_sur",10,7,2018,"Halimium","halimifolium","HH4",NA,3,0,0,0,"Halimium halimifolium"
"Villamanrique_sur",10,7,2018,"Cistus","crispus","CC1",NA,5,0,0,0,"Cistus crispus"
"Villamanrique_sur",10,7,2018,"Cistus","crispus","CC2",NA,5,1,0,0,"Cistus crispus"
"Villamanrique_sur",10,7,2018,"Cistus","crispus","CC3",NA,6,2,0,0,"Cistus crispus"
"Villamanrique_sur",10,7,2018,"Cistus","crispus","CC4",NA,2,1,5,0,"Cistus crispus"
"Villamanrique_sur",10,7,2018,"Cistus","salviifolius","CS1",NA,0,0,2,0,"Cistus salviifolius"
"Villamanrique_sur",10,7,2018,"Cistus","salviifolius","CS2",NA,1,0,0,0,"Cistus salviifolius"
"Villamanrique_sur",10,7,2018,"Cistus","salviifolius","CS3",NA,0,0,2,0,"Cistus salviifolius"
"Villamanrique_sur",10,7,2018,"Cistus","salviifolius","CS4",NA,2,0,0,0,"Cistus salviifolius"
"La_cunya",10,7,2018,"Cistus","salviifolius","CS1",NA,0,0,3,0,"Cistus salviifolius"
"La_cunya",10,7,2018,"Cistus","salviifolius","CS2",NA,1,0,1,0,"Cistus salviifolius"
"La_cunya",10,7,2018,"Cistus","salviifolius","CS3",NA,1,0,0,0,"Cistus salviifolius"
"La_cunya",10,7,2018,"Cistus","salviifolius","CS4",NA,1,0,0,0,"Cistus salviifolius"
"La_cunya",10,7,2018,"Lavandula","pedunculata","LP1",NA,82,22,38,0,"Lavandula pedunculata"
"La_cunya",10,7,2018,"Lavandula","pedunculata","LP2",NA,39,26,46,0,"Lavandula pedunculata"
"La_cunya",10,7,2018,"Lavandula","pedunculata","LP3",NA,48,46,6,0,"Lavandula pedunculata"
"La_cunya",10,7,2018,"Lavandula","pedunculata","LP4",NA,111,43,18,0,"Lavandula pedunculata"
"Pinares_de_hinojos",10,7,2018,"Halimium","halimifolium","HH1",NA,4,3,1,0,"Halimium halimifolium"
"Pinares_de_hinojos",10,7,2018,"Halimium","halimifolium","HH2",NA,2,3,0,0,"Halimium halimifolium"
"Pinares_de_hinojos",10,7,2018,"Halimium","halimifolium","HH3",NA,5,2,2,0,"Halimium halimifolium"
"Pinares_de_hinojos",10,7,2018,"Halimium","halimifolium","HH4",NA,2,2,0,0,"Halimium halimifolium"
"Pinares_de_hinojos",10,7,2018,"Cistus","libanotis","CLI1",NA,5,0,0,0,"Cistus libanotis"
"Pinares_de_hinojos",10,7,2018,"Cistus","libanotis","CLI2",NA,3,0,0,0,"Cistus libanotis"
"Pinares_de_hinojos",10,7,2018,"Cistus","libanotis","CLI3",NA,6,0,0,0,"Cistus libanotis"
"Pinares_de_hinojos",10,7,2018,"Cistus","libanotis","CLI4",NA,5,0,1,0,"Cistus libanotis"
"Pinares_de_hinojos",10,7,2018,"Cistus","salviifolius","CS1",NA,2,0,1,0,"Cistus salviifolius"
"Pinares_de_hinojos",10,7,2018,"Cistus","salviifolius","CS2",NA,2,0,1,0,"Cistus salviifolius"
"Pinares_de_hinojos",10,7,2018,"Cistus","salviifolius","CS3",NA,2,0,0,0,"Cistus salviifolius"
"Pinares_de_hinojos",10,7,2018,"Cistus","salviifolius","CS4",NA,5,3,1,0,"Cistus salviifolius"
"La_rocina",11,7,2018,"Cistus","libanotis","CLI1",NA,0,0,2,0,"Cistus libanotis"
"La_rocina",11,7,2018,"Cistus","libanotis","CLI2",NA,3,0,0,0,"Cistus libanotis"
"La_rocina",11,7,2018,"Cistus","libanotis","CLI3",NA,3,0,0,0,"Cistus libanotis"
"La_rocina",11,7,2018,"Cistus","libanotis","CLI4",NA,3,0,0,0,"Cistus libanotis"
"La_rocina",11,7,2018,"Halimium","halimifolium","HH1",NA,4,0,0,0,"Halimium halimifolium"
"La_rocina",11,7,2018,"Halimium","halimifolium","HH2",NA,2,1,0,0,"Halimium halimifolium"
"La_rocina",11,7,2018,"Halimium","halimifolium","HH3",NA,0,5,0,0,"Halimium halimifolium"
"La_rocina",11,7,2018,"Halimium","halimifolium","HH4",NA,0,4,0,0,"Halimium halimifolium"
"La_rocina",11,7,2018,"Lavandula","pedunculata","LP1",NA,97,19,30,0,"Lavandula pedunculata"
"La_rocina",11,7,2018,"Lavandula","pedunculata","LP2",NA,82,17,33,0,"Lavandula pedunculata"
"La_rocina",11,7,2018,"Lavandula","pedunculata","LP3",NA,99,26,35,0,"Lavandula pedunculata"
"La_rocina",11,7,2018,"Lavandula","pedunculata","LP4",NA,87,49,88,0,"Lavandula pedunculata"
"Convento_de_la_luz",11,7,2018,"Halimium","halimifolium","HH1",NA,2,0,0,0,"Halimium halimifolium"
"Convento_de_la_luz",11,7,2018,"Halimium","halimifolium","HH2",NA,4,2,0,0,"Halimium halimifolium"
"Convento_de_la_luz",11,7,2018,"Halimium","halimifolium","HH3",NA,2,2,0,0,"Halimium halimifolium"
"Convento_de_la_luz",11,7,2018,"Halimium","halimifolium","HH4",NA,7,3,0,0,"Halimium halimifolium"
"Convento_de_la_luz",11,7,2018,"Cistus","crispus","CC1",NA,3,4,0,0,"Cistus crispus"
"Convento_de_la_luz",11,7,2018,"Cistus","crispus","CC2",NA,5,5,2,0,"Cistus crispus"
"Convento_de_la_luz",11,7,2018,"Cistus","crispus","CC3",NA,2,0,3,0,"Cistus crispus"
"Convento_de_la_luz",11,7,2018,"Cistus","crispus","CC4",NA,6,2,1,0,"Cistus crispus"
"Convento_de_la_luz",11,7,2018,"Cistus","salviifolius","CS1",NA,2,0,0,0,"Cistus salviifolius"
"Convento_de_la_luz",11,7,2018,"Cistus","salviifolius","CS2",NA,5,2,0,0,"Cistus salviifolius"
"Convento_de_la_luz",11,7,2018,"Cistus","salviifolius","CS3",NA,2,1,0,1,"Cistus salviifolius"
"Convento_de_la_luz",11,7,2018,"Cistus","salviifolius","CS4",NA,2,0,0,0,"Cistus salviifolius"
"El_pozo",11,7,2018,"Cistus","salviifolius","CS1",NA,0,0,1,0,"Cistus salviifolius"
"El_pozo",11,7,2018,"Cistus","salviifolius","CS2",NA,0,0,1,0,"Cistus salviifolius"
"El_pozo",11,7,2018,"Cistus","salviifolius","CS3",NA,0,0,3,0,"Cistus salviifolius"
"El_pozo",11,7,2018,"Cistus","salviifolius","CS4",NA,2,0,2,0,"Cistus salviifolius"
"El_pozo",11,7,2018,"Cistus","crispus","CC1",NA,8,2,0,0,"Cistus crispus"
"El_pozo",11,7,2018,"Cistus","crispus","CC2",NA,5,2,0,0,"Cistus crispus"
"El_pozo",11,7,2018,"Cistus","crispus","CC3",NA,5,0,0,0,"Cistus crispus"
"El_pozo",11,7,2018,"Cistus","crispus","CC4",NA,1,0,4,0,"Cistus crispus"
"El_pozo",11,7,2018,"Halimium","halimifolium","HH1",NA,4,0,0,0,"Halimium halimifolium"
"El_pozo",11,7,2018,"Halimium","halimifolium","HH2",NA,3,2,1,0,"Halimium halimifolium"
"El_pozo",11,7,2018,"Halimium","halimifolium","HH3",NA,1,2,1,0,"Halimium halimifolium"
"El_pozo",11,7,2018,"Halimium","halimifolium","HH4",NA,6,2,1,0,"Halimium halimifolium"
"Urbanizaciones",11,7,2018,"Cistus","crispus","CC1",NA,7,0,0,0,"Cistus crispus"
"Urbanizaciones",11,7,2018,"Cistus","crispus","CC2",NA,0,7,2,0,"Cistus crispus"
"Urbanizaciones",11,7,2018,"Cistus","crispus","CC3",NA,5,4,0,0,"Cistus crispus"
"Urbanizaciones",11,7,2018,"Cistus","crispus","CC4",NA,0,4,3,0,"Cistus crispus"
"Urbanizaciones",11,7,2018,"Halimium","halimifolium","HH1",NA,2,1,0,0,"Halimium halimifolium"
